Frequency,Input,Callsign,Description,System/Category,Tag,Updated
452.87500,,N/A,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
452.97500,,N/A,Site 101 Posen (Unidentified LCN),Lakeland Communications (Cook County),TRS,2000:01:01
452.97500,457.97500,N/A,Security/Building Ops (also PL? F3 simplex),Chicago Tribune,Media,2009:09:09
452.97500,457.97500,N/A,Freedom Center: Printing Plant Ops,Chicago Tribune,Media,2009:09:09
452.98750,,N/A,Operations (Hoffman Estates),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
453.00000,458.00000,N/A,Newspaper Ops (Sears/Tribune Towers),Chicago Tribune,Media,2009:09:09
453.01250,,N/A,Site 101 Chicago [Unidentified LCN),RadiLink (Chicago),TRS,2015:05:01
453.03750,,N/A,Park District,Berwyn,Public Works,2006:08:06
453.05000,458.05000,N/A,Water Treatment Plant (Stickney),Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2009:01:24
453.05000,458.05000,N/A,Public Safety/Police,Oakton Community College (Des Plaines),Law Dispatch,2006:08:09
453.05000,458.05000,N/A,East Operations [Ch 8/9],Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
453.05000,458.05000,N/A,Public Works [NO LICENSE],Westchester,Public Works,2009:01:08
453.06250,458.06250,N/A,Parking Garage,Evanston,Public Works,2011:01:04
453.06250,,N/A,EAS Sirens,Cicero,Data,2013:07:14
453.08750,,N/A,Operations,Homewood-Flossmoor Park District,Business,2008:12:28
453.08750,458.08750,N/A,Parking Garage,Evanston,Public Works,2011:01:04
453.10000,458.10000,N/A,Loop - Operations Bureau 3 (some encrypted?),Chicago Department of Transportation,Public Works,2008:01:28
453.12500,,N/A,Operations (reported in use),Little Company of Mary Hospital (Evergreen Park),Business,2008:10:09
453.16250,,N/A,Public Library [No License],Niles,Public Works,2008:12:30
453.17500,458.17500,N/A,Northbrook Park District: Ops (heard Snow Plows Ops 12/08),Northbrook,Public Works,2008:12:21
453.17500,,N/A,"Paging (CSQ, via USA Mobility)",Holy Family Medical Center (Des Plaines),Data,2009:09:14
453.17500,458.17500,N/A,Park District Ops,Berwyn,Public Works,2009:06:30
453.20000,458.20000,N/A,Convention Center Ops,Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
453.22500,458.22500,N/A,Citywide Calling & Emergency,Buses,Transportation,2005:10:10
453.23750,,N/A,EMA: Operations,Buffalo Grove,Emergency Ops,2011:01:03
453.25000,458.25000,N/A,"Trades (electricians, plumbers, etc.) [Ch 3]",Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
453.27500,458.27500,N/A,Voice Paging/Data (or 151.4),Buses,Transportation,2009:09:04
453.27500,458.27500,N/A,Operations,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.32500,458.32500,N/A,Voice Paging,Buses,Transportation,2012:09:04
453.33750,458.33750,N/A,Operations,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.35000,458.35000,N/A,Public Safety,Northeastern Illinois University (Chicago),Law Dispatch,2013:03:06
453.37500,458.37500,N/A,Operations,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.37500,458.37500,N/A,South Bus Garages,Buses,Transportation,2005:10:10
453.42500,458.42500,N/A,Southwest Bus Garages,Buses,Transportation,2005:10:10
453.42500,458.42500,N/A,Utilities [Expired],Homewood,Public Works,2008:12:28
453.47500,458.47500,N/A,West Bus Garages (Carrier/Noise/DTMF),Buses,Transportation,2009:09:04
453.48750,,N/A,Mobile Extenders (Reported as PD Repeater),Metra Police / Public Safety,Law Dispatch,2005:09:04
453.50000,,N/A,Paging,Chicago Department of Transportation,Public Works,2008:01:28
453.52500,458.52500,N/A,Operations,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.52500,458.52500,N/A,Northwest Bus Garages,Buses,Transportation,2005:10:10
453.55000,458.55000,N/A,EMS: Operations,Alverno Ambulance,EMS-Tac,2009:09:22
453.55000,458.55000,N/A,Streets - South Bureau 4 & 5 [Ch 8],Chicago Department of Transportation,Public Works,2008:01:28
453.57500,458.57500,N/A,North Bus Garages (RTA-Oak Lawn?),Buses,Transportation,2008:12:30
453.60000,458.60000,N/A,All-State Arena (no use 10/07) [Ch 14],All State Arena / Stephens Convention Center (Rosemont),Business,2008:11:16
453.61250,,N/A,911 Operations (portables),Cicero,Multi-Tac,2008:12:27
453.62500,458.62500,N/A,Operations,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.63750,458.63750,N/A,North Berwyn Park District: Grounds Maintenance,Berwyn,Public Works,2007:02:05
453.65000,458.65000,N/A,Streets - North Bureau 1 & 2 [Ch 1],Chicago Department of Transportation,Public Works,2008:01:28
453.66250,458.66250,N/A,Palatine Emergency Management Agency,Palatine,Emergency Ops,2015:07:27
453.67500,458.67500,N/A,Sewers/Chicago Dept of Transportation,Chicago Department of Transportation,Public Works,2008:01:28
453.72500,458.72500,N/A,Bureau of Forestry / Animal Control [Ch 2],Chicago Department of Transportation,Public Works,2008:01:28
453.75000,458.75000,N/A,Metro 2,Chicago Fire Department and EMS,Interop,2012:05:21
453.75000,458.75000,N/A,Interop,Cook County Sheriff's Department,Interop,2010:04:19
453.77500,458.77500,N/A,Traffic / City Towing [Ch 3],Chicago Department of Transportation,Public Works,2008:01:28
453.80000,458.80000,N/A,Veterans Park District Police,Melrose Park,Law Tac,2008:12:30
453.80000,458.80000,N/A,Veterans Park District Operations,Municipal Police,Law Dispatch,2005:10:09
453.82500,458.82500,N/A,Health and Human Services / Dept of Revenue,Chicago Department of Transportation,Public Works,2008:01:28
453.83750,458.83750,N/A,Low Power,Buses,Transportation,2009:06:07
453.85000,,N/A,Fire: Mobile Extenders [NO LICENSE],River Forest,Fire-Tac,2009:01:07
453.85000,458.85000,N/A,McCormick Place Security & Fire Safety [Ch 2/16],Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
453.88750,458.88750,N/A,Parking Garage,Evanston,Public Works,2007:10:23
453.90000,,N/A,Facility Operations,Morton College (Cicero),Schools,2011:01:27
453.90000,458.90000,N/A,Security: Dispatch,University of Illinois Medical Center (Chicago),Security,2007:08:07
453.90000,458.90000,N/A,Police: Dispatch,University of Illinois - Chicago (Multiple Locations),Law Dispatch,2007:07:30
453.90000,458.90000,N/A,Police: Back-up Channel (Old tone),University of Illinois - Chicago (Multiple Locations),Law Dispatch,2007:07:30
453.90000,458.90000,N/A,Police / Security,William Rainey Harper College (Palatine) (*need lat/long),Security,2009:01:07
453.92500,,N/A,Operations / Police: Old,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.92500,458.92500,N/A,Operations / Police: Old,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.92500,458.92500,N/A,Operations / Police: Old,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.92500,458.92500,N/A,Operations / Police: Old,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.95000,458.95000,N/A,"Interop (Multiple sites, input PLs)",Cook County Sheriff's Department,Law Talk,2010:04:19
453.95000,458.95000,N/A,Metro 1,Chicago Fire Department and EMS,Interop,2012:01:28
453.96250,458.96250,N/A,Data,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2010:01:24
453.97500,458.97500,N/A,Bureau of Electricity [Ch 5],Chicago Department of Transportation,Public Works,2008:01:28
453.98750,458.98750,N/A,Data,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2009:01:24
454.10000,,N/A,Site 054 Gurnee (aka Warren Township),Comlink Wireless (Metro Chicago Passport),TRS,2015:07:27
454.11250,,N/A,Site 050 Chicago,Comlink Wireless (Metro Chicago Passport),TRS,2015:07:27
454.23500,,N/A,Site 054 Gurnee (aka Warren Township),Comlink Wireless (Metro Chicago Passport),TRS,2015:07:27
454.95000,,N/A,Air Phone,Traffic Copters,Media,2005:10:20
455.01000,,N/A,Cue Reporters/Crews in the field (on 455.0125)?,WFLX Fox 32,Media,2009:02:04
455.08750,,N/A,News [Ch 1],WLS ABC Channel 7,Media,2011:04:29
455.48750,,N/A,Remote Studio Link,CBS Radio,Media,2005:10:06
455.51250,,N/A,Operations,WLS ABC Channel 7,Media,2007:02:15
455.51250,,N/A,Remote Operations,Westwood One - Metro Networks,Media,2009:09:04
455.58750,,N/A,Master Control [Ch 7] (Chi/Minooka),WLS ABC Channel 7,Media,2011:04:29
455.65000,,N/A,"Helicopters IFB ""Sky 5"" / TV Audio",WMAQ NBC Channel 5,Media,2006:04:15
455.85000,,N/A,Operations,WMAQ NBC Channel 5,Media,2011:04:29
456.18750,,N/A,Operations,Barrington Community Unit School District 220,Schools,2008:10:20
456.33750,,N/A,Fire Alarm System Monitoring,Schiller Park,Data,2009:01:07
456.41250,,N/A,District Operations,Glenview / Glenbrook Schools,Schools,2008:10:18
456.42500,,N/A,In-House/Grounds Comms,Northwestern Memorial Hospital (Chicago),Hospital,2005:10:09
456.45000,,N/A,Operations (w/MOTOTRBO),St. Joseph Hospital (Chicago),Business,2009:02:09
456.47500,,N/A,Operations (w/MOTOTRBO),St. Joseph Hospital (Chicago),Business,2009:02:09
456.50000,,N/A,Operations,Rush Presbyterian Saint Lukes Medical Center (Chicago),Business,2009:09:22
456.51250,,N/A,District Operations,Glenview / Glenbrook Schools,Schools,2008:10:18
456.56250,,N/A,Food-Beverage service,Chicago White Sox (US Cellular Field),Business,2010:06:24
456.56250,,N/A,Ops/Security,Columbia College (Chicago),Schools,2008:03:24
456.61250,,N/A,Engineering (College of Law),Illinois Institute of Technology (Chicago),Schools,2007:06:12
456.61250,,N/A,District Operations,Glenview / Glenbrook Schools,Schools,2008:10:18
456.66250,,N/A,Ops (SD68),Skokie Schools,Schools,2010:03:07
456.70000,,N/A,South HS: Safety/Security,Lyons Township High School District #04,Schools,2009:09:09
456.73750,,N/A,Ops/Security,Columbia College (Chicago),Schools,2008:03:24
456.88750,,N/A,School Ops,Bridgeview - Schools,Schools,2007:06:12
456.88750,,N/A,Operations,Indian Springs School District 1 (Bridgeview),Schools,2009:09:11
457.08750,,N/A,The Mosque Foundation of Chicago: Parking / Security,Bridgeview - Schools,Schools,2007:06:12
457.20000,,N/A,GSHS: Operations,Glenview / Glenbrook Schools,Schools,2012:10:08
457.37500,,N/A,Operations,St. James Hospital Medical Center (Chicago Heights),Business,2010:12:27
457.37500,,N/A,Mobile Extenders (No longer used),Metra Police / Public Safety,Deprecated,2005:09:04
457.41250,,N/A,Ops/Security,Columbia College (Chicago),Schools,2008:03:24
457.41250,,N/A,Maintenance,Northwestern Memorial Hospital (Chicago),Hospital,2006:12:19
457.60000,,N/A,Operations,Arlington Park Racetrack (Arlington Heights),Business,2007:09:22
457.62500,,N/A,Operations,St. James Hospital Medical Center (Chicago Heights),Business,2010:12:27
457.66250,,N/A,District Operations,Glenview / Glenbrook Schools,Schools,2008:10:18
457.72500,,N/A,Operations (w/MOTOTRBO),St. Joseph Hospital (Chicago),Business,2009:02:09
457.73750,,N/A,"Security, Maintenance, Housekeeping, Admin",University Center of Chicago,Schools,2007:09:14
457.78750,,N/A,Security/Engineering/Admin,Marie Sklodowska Curie Metropolitian High School (Chicago),Schools,2006:01:29
457.78750,,N/A,United Parcel Service,Cargo / Shipping Companies,Business,2008:11:16
457.80000,,N/A,Operations (w/MOTOTRBO),St. Joseph Hospital (Chicago),Business,2009:02:09
457.86250,,N/A,Ops/Security,Columbia College (Chicago),Schools,2008:03:24
457.86250,,N/A,Security/Engineering/Admin,Marie Sklodowska Curie Metropolitian High School (Chicago),Schools,2006:01:29
457.88750,,N/A,Security/Engineering/Admin,Marie Sklodowska Curie Metropolitian High School (Chicago),Schools,2006:01:29
457.88750,,N/A,United Parcel Service,Cargo / Shipping Companies,Business,2008:11:16
457.98750,,N/A,Security/Engineering/Admin,Marie Sklodowska Curie Metropolitian High School (Chicago),Schools,2006:01:29
458.01250,,N/A,Prarie Stone Sports and Wellness Center (Parks),Hoffman Estates,Public Works,2011:07:23
458.02500,,N/A,Fire Fireground,Chicago Fire Department and EMS,Fire-Tac,2012:01:28
458.03750,,N/A,Park District Ops (Portables),Berwyn,Public Works,2006:08:06
458.07500,,N/A,Fire Lakefront,Chicago Fire Department and EMS,Fire-Tac,2012:08:18
458.07500,,N/A,Lifeguards [SE6],Chicago Park District,Public Works,2010:07:07
458.08750,,N/A,Operations,Homewood-Flossmoor Park District,Business,2008:12:28
458.11250,,N/A,Fire: Alarm Monitoring (Digital),Westchester,Data,2007:10:23
458.12500,,N/A,Fire Command,Chicago Fire Department and EMS,Fire-Tac,2012:01:28
458.17500,,N/A,EMS Admin,Chicago Fire Department and EMS,EMS-Tac,2012:12:30
458.22500,,N/A,Library Ops [Canceled 4/10],Orland Park,Public Works,2006:08:06
458.23750,,N/A,Burglar/Fire Alarms,River Grove,Data,2009:01:07
458.23750,,N/A,Electrical Department [Expired 9/05],Stroeger Hospital aka Cook County Hospital (Chicago),Deprecated,2005:09:06
458.26250,,N/A,Electrical Department [Expired 9/05],Stroeger Hospital aka Cook County Hospital (Chicago),Deprecated,2005:09:06
458.28750,,N/A,Water Data (CSQ),Buffalo Grove,Data,2011:01:03
458.36250,,N/A,Electrical Department [Expired 9/05],Stroeger Hospital aka Cook County Hospital (Chicago),Deprecated,2005:09:06
458.38750,,N/A,Fire: Mobile Extenders,Buffalo Grove,Fire-Tac,2011:01:03
458.77500,,N/A,Fire: Mobile Extenders [Chicago OEM License],Oak Lawn,Fire-Tac,2008:12:30
458.85000,,N/A,Operations  (w/MOTOTRBO),St. Joseph Hospital (Chicago),Business,2009:02:09
458.85000,,N/A,Fire: Mobile Extenders,Bedford Park,Fire Dispatch,2012:05:19
460.02500,,N/A,Northbrook Park District: Golf Course,Northbrook,Business,2007:07:23
460.02500,465.02500,N/A,Police Dispatch Zone 9 - Districts 5 22,Chicago Police Department (CPD),Law Dispatch,2004:11:05
460.03750,465.03750,N/A,Police Tact-CPD (FUTURE),Chicago Police Department (CPD),Law Tac,2012:01:24
460.05000,465.05000,N/A,Police Dispatch Zone 2 - District 19,Chicago Police Department (CPD),Law Dispatch,2014:01:10
460.06250,465.06250,N/A,Fire CTA Fire,Chicago Fire Department and EMS,Fire-Tac,2012:03:25
460.07500,465.07500,N/A,Police Dispatch Zone 7 - District 3,Chicago Police Department (CPD),Law Dispatch,2007:07:23
460.08750,465.08750,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.10000,465.10000,N/A,Police Dispatch Zone 10 - Districts 10 11,Chicago Police Department (CPD),Law Dispatch,2011:05:25
460.11250,465.11250,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.12500,465.12500,N/A,Police Citywide 1,Chicago Police Department (CPD),Law Tac,2010:12:31
460.13750,465.13750,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.15000,465.15000,N/A,Police Dispatch Zone 4 - Districts 1 18,Chicago Police Department (CPD),Law Dispatch,2011:05:25
460.16250,465.16250,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.17500,465.17500,N/A,Police Citywide 2,Chicago Police Department (CPD),Law Tac,2012:09:14
460.18750,465.18750,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.20000,465.20000,N/A,Police Dispatch Zone 8 - Districts 4 6,Chicago Police Department (CPD),Law Dispatch,2004:11:05
460.21250,465.21250,N/A,Police Area-Wide-5 (FUTURE),Chicago Police Department (CPD),Law Tac,2012:01:24
460.22500,465.22500,N/A,Police Dispatch Zone 3 - Districts 12 14,Chicago Police Department (CPD),Law Dispatch,2012:12:19
460.23750,465.23750,N/A,Police Area-Wide-1 (FUTURE),Chicago Police Department (CPD),Law Tac,2012:01:24
460.25000,465.25000,N/A,Police Citywide 6,Chicago Police Department (CPD),Law Tac,2008:02:24
460.26250,465.26250,N/A,Police Area-Wide-3 (FUTURE),Chicago Police Department (CPD),Law Tac,2012:01:24
460.27500,465.27500,N/A,Police Citywide 3,Chicago Police Department (CPD),Law Tac,2010:12:31
460.30000,465.30000,N/A,Police Citywide 7,Chicago Police Department (CPD),Law Tac,2008:02:24
460.31250,465.31250,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.32500,465.32500,N/A,Police Citywide 4,Chicago Police Department (CPD),Law Tac,2012:09:14
460.33750,465.33750,N/A,Police Zone 14 (FUTURE),Chicago Police Department (CPD),Law Dispatch,2015:02:09
460.33750,465.33750,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.35000,465.35000,N/A,Police Citywide 5,Chicago Police Department (CPD),Law Tac,2008:02:24
460.36250,465.36250,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.37500,465.37500,N/A,Police Dispatch Zone 11 - Districts 20 24,Chicago Police Department (CPD),Law Dispatch,2010:12:31
460.38750,465.38750,N/A,Police Zone 16 (FUTURE),Chicago Police Department (CPD),Law Dispatch,2012:01:24
460.40000,465.40000,N/A,Police Dispatch Zone 6 - Districts 7 8,Chicago Police Department (CPD),Law Dispatch,2004:11:05
460.41250,465.41250,N/A,Police Area-Wide-4 (FUTURE),Chicago Police Department (CPD),Law Tac,2012:01:24
460.42500,465.42500,N/A,Police Dispatch Zone 12 - Districts 15 25,Chicago Police Department (CPD),Law Dispatch,2011:05:25
460.43750,465.43750,N/A,Police Zone 15 (FUTURE),Chicago Police Department (CPD),Law Dispatch,2012:01:24
460.45000,465.45000,N/A,Police Dispatch Zone 13 - District 9,Chicago Police Department (CPD),Law Dispatch,2014:01:10
460.46250,465.46250,N/A,Police Area-Wide-2 (FUTURE),Chicago Police Department (CPD),Law Tac,2012:01:24
460.47500,465.47500,N/A,Police Dispatch Zone 1 - Districts 16 17,Chicago Police Department (CPD),Law Dispatch,2010:12:09
460.48750,465.48750,N/A,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.50000,465.50000,N/A,"Police Dispatch Zone 5 - District 2, CPD HQ",Chicago Police Department (CPD),Law Dispatch,2014:01:10
460.52500,,N/A,Police Citywide 8 - Car-to-Car (250-5wt),Chicago Police Department (CPD),Law Tac,2008:02:24
460.52500,465.52500,N/A,Park District Ops,Berwyn,Public Works,2006:08:06
460.53750,,N/A,Police: Tac [Expired],Harvey,Law Tac,2008:12:28
460.55000,465.55000,N/A,Police: AVLS (CSQ),Broadview,Data,2006:08:06
460.55000,465.55000,N/A,Building Engineers [Ch 4],Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
460.55000,,N/A,Northbrook Park District: Golf Course,Northbrook,Business,2007:07:23
460.57500,465.57500,N/A,Operations,American Red Cross (Chicago),Emergency Ops,2013:07:31
460.58750,,N/A,Police Mounted Units,Chicago Police Department (CPD),Law Tac,2010:12:31
460.58750,465.58750,N/A,Operations (possible use at Nutter Center ?),Office of Emergency Management - Chicago (OEMC),Emergency Ops,2010:04:09
460.60000,465.60000,N/A,Metro 3,Chicago Fire Department and EMS,Interop,2012:01:28
460.61250,465.61250,N/A,Fire/EMS/Emergency/Disaster Coordination,Evergreen Park,Emergency Ops,2008:12:27
460.62500,465.62500,N/A,Metro 4,Chicago Fire Department and EMS,Interop,2012:01:28
460.62500,465.62500,N/A,Continental Airlines,Airlines - Ground Operations,Business,2008:12:22
460.63750,,N/A,Fire: Mobile Extenders,Roberts Park Fire Protection District (Hickory Hills),Fire-Tac,2008:12:28
460.65000,465.65000,N/A,Northwest Airlines,Airlines - Others Ground Operations,Business,2008:01:28
460.65000,465.65000,N/A,US Airways,Airlines - Others Ground Operations,Business,2008:11:16
460.65000,465.65000,N/A,US Air [Canceled],Airlines - Others Ground Operations,Business,2009:09:09
460.65000,465.65000,N/A,Skywest Airlines,Airlines - Others Ground Operations,Business,2008:11:16
460.67500,465.67500,N/A,Operations,Prospect Airport Services,Business,2009:09:09
460.67500,465.67500,N/A,Operations (old TWA Bags/Agents?),Prospect Airport Services,Business,2009:09:09
460.67500,465.67500,N/A,Continental Airlines (midway!!!!!!),Airlines - Others Ground Operations,Business,2009:09:09
460.68750,,N/A,Perimeter Security (civilian),Chicago Bears (Soldier Field),Security,2005:09:01
460.68750,465.68750,N/A,JefBlue Airways Chicago,Airlines - Others Ground Operations,Business,2012:05:26
460.70000,465.70000,N/A,Bag Loaders,United Air Lines - Ground Operations,Business,2009:09:09
460.72500,,N/A,Site 002 O'Hare 2,United Airlines (O'Hare),TRS,2015:03:24
460.72500,465.72500,N/A,Ramp A [F1],United Air Lines - Ground Operations,Business,2008:01:23
460.75000,465.75000,N/A,Continental Airlines: Tickets Agents/Bags,Airlines - Others Ground Operations,Business,2009:09:09
460.75000,465.75000,N/A,Northwest Airlines,Airlines - Ground Operations,Business,2008:12:22
460.75000,465.75000,N/A,Northwest Airlines - MIDWAY!!!!!!,Airlines - Others Ground Operations,Business,2009:09:09
460.75000,465.75000,N/A,Ramp D [F4],United Air Lines - Ground Operations,Business,2008:01:23
460.77500,465.77500,N/A,American Airlines,Airlines - Ground Operations,Aircraft,2008:12:22
460.77500,,N/A,Site 001 Primary,ARINC - UHF (Midway Airport - Chicago),TRS,2000:01:01
460.80000,465.80000,N/A,US Airways,Airlines - Others Ground Operations,Business,2008:11:16
460.80000,465.80000,N/A,Continental Airlines,Airlines - Ground Operations,Business,2008:12:22
460.82500,,N/A,Site 001 Primary,ARINC - UHF (Midway Airport - Chicago),TRS,2000:01:01
460.82500,465.82500,N/A,"Delta Airlines: Ramp (FB2A, MOA)",Airlines - Others Ground Operations,Business,2008:11:14
460.82500,465.82500,N/A,Delta Airlines: Delta Ramp (FB2A),Airlines - Others Ground Operations,Business,2008:11:16
460.82500,465.82500,N/A,Ibera Airlines: Ground Ops/Ramp 11k,Airlines - Others Ground Operations,Business,2008:11:16
460.85000,,N/A,Site 001 Primary,ARINC - UHF (Midway Airport - Chicago),TRS,2000:01:01
460.85000,465.85000,N/A,Continental Airlines,Airlines - Others Ground Operations,Business,2008:01:28
460.87500,,N/A,Site 001 Primary,ARINC - UHF (Midway Airport - Chicago),TRS,2000:01:01
460.87500,465.87500,N/A,Northwest Airlines [FBA/MOA],Airlines - Others Ground Operations,Business,2008:11:16
460.88750,,N/A,Site 001 Primary,ARINC - UHF (Midway Airport - Chicago),TRS,2000:01:01
460.93750,,N/A,Data Bursts,Chicago Bears (Soldier Field),Data,2005:08:12
460.97500,465.97500,N/A,Emergency Management,Lemont,Emergency Ops,2008:12:29
461.01250,,N/A,GateGourmet (fka DOBBS) / UAL Foods (@ ORD),Miscellaneous,Business,2015:07:01
461.02500,466.02500,N/A,Security,Rush Presbyterian Saint Lukes Medical Center (Chicago),Security,2005:12:03
461.02500,,N/A,Operations [Expired 2/03],Aramark,Business,2008:11:16
461.03750,,N/A,Monterey Security for Bears games (Field leve?),Chicago Bears (Soldier Field),Security,2005:09:01
461.03750,,N/A,Heritage Independent Living Center (DesPlaines),Miscellaneous - Des Plaines,Business,2012:08:09
461.05000,,N/A,Site 003 Chicago Ridge,A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.05000,466.05000,N/A,Continental Airlines: Terminal Staff,Airlines - Ground Operations,Business,2008:12:22
461.05000,,N/A,Operations [Expired 2/03],Aramark,Business,2008:11:16
461.05000,,N/A,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
461.05000,466.05000,N/A,Tennis Club,Homewood-Flossmoor Park District,Business,2008:12:28
461.06250,,N/A,Holy Name Cathedral Roman Catholic Church (735 N State-Chi)- Engineering/Security,Miscellaneous,Business,2012:04:30
461.07500,466.07500,N/A,Prospect Airport Services,Support Services / Businesses,Business,2008:12:22
461.07500,466.07500,N/A,Security,Concordia University (River Forest),Security,2010:12:05
461.07500,466.07500,N/A,Passenger services Terminal 1,Public Safety / Airport Operations,Business,2015:07:27
461.08750,,N/A,reported busy with simplex comms,Steinmetz Academic Centre,Schools,2006:06:25
461.08750,,N/A,Wright College: Ops,Chicago City Colleges,Schools,2006:06:25
461.10000,,N/A,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
461.10000,,N/A,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
461.11250,,N/A,High School [No License],Schaumburg Schools,Schools,2009:01:07
461.11250,466.11250,N/A,Federal Express: Hangar Ops,Cargo / Shipping Companies,Business,2009:09:09
461.11250,466.11250,N/A,Lincolnwood Town Center Mall: Security (Simon Property Group 2340),Retail - Lincolnwood,Security,2008:09:06
461.11250,466.11250,N/A,Prospect High School: Ops (Low Power),Mount Prospect - Schools,Schools,2009:10:06
461.11250,466.11250,N/A,"Navy Pier ""Production"" [Ch 13, No license]",Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
461.12500,466.12500,N/A,Thornton Frac TS HS #215: Ops,Calumet City Schools,Schools,2009:09:21
461.12500,,N/A,Algeld Murray Alternative Program: Bldg Mgt [Exp 3/02],Chicago School District 299,Schools,2009:09:11
461.12500,466.12500,N/A,Ops/Maintenance/Security,Chicago School District 299,Schools,2009:06:01
461.12500,466.12500,N/A,Operations,Rush Presbyterian Saint Lukes Medical Center (Chicago),Business,2005:12:03
461.12500,466.12500,N/A,Expo Services,All State Arena / Stephens Convention Center (Rosemont),Business,2009:09:21
461.12500,466.12500,N/A,Lane Tech High School: Admin/Ops [not F1],Chicago School District 299,Schools,2009:09:11
461.15000,,N/A,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
461.15000,466.15000,N/A,Buses,Posen - Schools,Schools,2009:09:11
461.15000,466.15000,N/A,Maintenance,Gottlieb Memorial Hospital (Melrose Park),Business,2008:12:30
461.16250,466.16250,N/A,S High School: Plant Services [Ch 2] (Old?),Glenview / Glenbrook Schools,Deprecated,2008:10:18
461.17500,,N/A,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
461.17500,466.17500,N/A,Golf Course,Homewood-Flossmoor Park District,Business,2008:12:28
461.20000,,N/A,Macys: Maintenance (State Str),Retail,Business,2011:09:20
461.20000,,N/A,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
461.20000,466.20000,N/A,Parking [Ch 6],Chicago White Sox (US Cellular Field),Business,2005:09:26
461.20000,466.20000,N/A,Engineering,Rush Presbyterian Saint Lukes Medical Center (Chicago),Business,2006:09:06
461.22500,466.22500,N/A,Police: Tac [Ch 3],Summit,Law Tac,2009:01:08
461.22500,,N/A,Site 102 Chicago (Unidentified LCN),Lakeland Communications (Cook County),TRS,2000:01:01
461.22500,466.22500,N/A,Buses (Hickory Hills/S Wacker),Cook Illinois Corporation - School Buses,Schools,2009:09:23
461.25000,466.25000,N/A,Security [Ch 2],Christ Medical Center (Oaklawn),Security,2007:08:07
461.25000,,N/A,Site 001 Confirmed LCN,Erickson Communications (Chicago),TRS,2000:01:01
461.25000,466.25000,N/A,Prospect Airport Services,Support Services / Businesses,Business,2008:12:22
461.25000,466.25000,N/A,House Radio [Expired 5/04],The Northern Trust Company (50 S LaSalle),Business,2009:09:11
461.27500,,N/A,Church of the Holy Comforter School,Kenilworth - Schools,Schools,2011:01:05
461.27500,,N/A,"Buses, Building & Grounds",Bellwood School District,Schools,2007:10:25
